name,business_id,city,state,stars,categories
Kings Deli,GXoyghOLMeUOTwbhexXlOg,Portland,OR,3.0,"Delis, Restaurants"
McDonald's,TMvqgRoTeNroRMi8jzrwwQ,Austin,TX,2.0,"Fast Food, Food, Restaurants, Burgers, Coffee & Tea"
West Egg Café,4NtLqqnDPJjeCbrys1zpdw,Atlanta,GA,4.0,"Sandwiches, Food, American (New), Cafes, Bakeries, Restaurants, Diners, Coffee & Tea, Turkish, Breakfast & Brunch"
Franklin Cafe,fmw_0vST7GjdibObHWLOuQ,Boston,MA,4.0,"American (Traditional), American (New), Lounges, Nightlife, Bars, Restaurants"
Pizza Hut,d3-a19f9-wITvzqwqYvHgQ,Orlando,FL,2.0,"Restaurants, Chicken Wings, Italian, Pizza"
Miller's Ale House - Oviedo,PtGx64OkD56KN5ZCM8UNyw,Oviedo,FL,3.0,"Bars, Seafood, Restaurants, Sports Bars, Nightlife, American (New), American (Traditional)"
Bistro 191,063wbKoDYS6Xcw_ThKsAgA,Atlanta,GA,3.0,"Restaurants, Sandwiches"
Kellers Real Smoke BBQ,liWXhU-xHz7Dm0JtDxaNwg,Lake Mary,FL,4.0,"Restaurants, Sandwiches, Wraps, Barbeque"
50's Burgers,YvzPq836pb0tuQUi6vyRFQ,Burnaby,BC,3.5,"Fish & Chips, Sandwiches, Hot Dogs, American (Traditional), Fast Food, Burgers, Restaurants"
P & S Premium Smokehouse,SDZlrDddzV4muUlvNyVSNQ,Beaverton,OR,4.5,"Food Trucks, Sandwiches, Restaurants, Soul Food, Barbeque, Event Planning & Services, American (Traditional), Caterers, Smokehouse, Food"
Citra,rAgvWRORauR8VfoebZEe4g,Brookline,MA,3.5,"Coffee & Tea, Bagels, Food, Cafes, Restaurants, Bakeries"
Kung Fu Saloon,Io1y1Vpb__kUISzlPNTQAA,Austin,TX,2.5,"Active Life, Fitness & Instruction, Restaurants, Martial Arts, Sports Bars, Bars, Pubs, Nightlife, Arcades, American (Traditional), Chinese Martial Arts, Arts & Entertainment"
North Bar,YYLPcw7tW1_LvGL2ppFrWw,Portland,OR,4.0,"Dive Bars, Bars, Nightlife, Pubs, Restaurants"
Jersey Mike's Subs,OSpU_DF50MSl8vNW5Xsm3g,Winter Springs,FL,4.0,"Fast Food, Sandwiches, Restaurants, Delis"
Great Harvest Bread,d4hOoF3sjAxMu6w8MOT6Ow,Orlando,FL,4.5,"Bakeries, Sandwiches, Restaurants, Food, Cafes"
Fiesta Grande,VfG6YuPvdtqotVdephoLGg,Orange City,FL,4.0,"Mexican, Seafood, Restaurants"
Subway Restaurants,x7om8ROf6rtyoGaHrDGz_Q,Portland,OR,2.5,"Restaurants, Sandwiches, Fast Food"
Lone Star Tortilla,h5zapNVTBxXyjw79xyeVBw,Burnaby,BC,4.0,"Restaurants, Tex-Mex, Food, Mexican"
Jimmy John's,YhyPTShwXXIUeOIc4kl2Lg,Columbus,OH,2.5,"Sandwiches, Restaurants, Delis, Food Delivery Services, Food, Fast Food"
Taverna Opa Orlando,cTvd8p0R3qgmzobsSIY-cQ,Orlando,FL,4.0,"Greek, Mediterranean, Restaurants, Seafood"
Leonardo’s Pizzeria,oxEIQmFV1nFX9-qZJ7Rs0Q,Weymouth,MA,4.0,"Sandwiches, Restaurants, Burgers, Wraps, Pizza"
Mr Mango,nmiprWMSF1zhKcWeu6TQpg,Orlando,FL,4.5,"Vegetarian, Juice Bars & Smoothies, Vegan, Restaurants, Food, Latin American"
Chirico Fast Food,bFc5QOpFJ-3GhrEQi0dwsQ,Orlando,FL,3.5,"Fast Food, Restaurants"
Subway,qN8WgFxwkEr5N8VEuUhNCw,Clermont,FL,3.0,"Sandwiches, Salad, Restaurants, Fast Food"
Max Noodles,ITcG0IWXb05AV8poZUlfog,Billerica,MA,4.0,"Asian Fusion, Chinese, Noodles, Restaurants, Soup"
sweetgreen,xrq2Mne2lv_fQGDC_OZmuw,Boston,MA,3.5,"Restaurants, Salad, Vegetarian"
Zodiac Subs,vhktTZeTli2Zn2UXVKDk6g,Boulder,CO,5.0,"Food Delivery Services, Salad, Food, Restaurants, Sandwiches"
Shoestring Cafe,y7_33jucQRo37eQEshPeMQ,Richmond,BC,4.5,"American (Traditional), Cafes, Italian, Seafood, Steakhouses, Diners, Restaurants, French"
Mirchi Columbus,8OHKWjsXCKysmQa7o5yERg,Columbus,OH,4.0,"Indian, Restaurants, Vegetarian, Halal, Noodles"
Mi Pan Boricua,5asAqDH4IVNyqhQl2tGYvA,Orlando,FL,3.5,"Latin American, Cafes, Sandwiches, Caribbean, Restaurants, Cafeteria, Cuban, Puerto Rican"
Victorio's Restaurant,pOcPtAybrzdF2n4XF8PIsw,Apopka,FL,4.0,"Italian, Pizza, Seafood, Restaurants"
Toby's Pub,hZAI99pSjaoXxlSQghTFJA,Vancouver,BC,3.5,"Restaurants, Bars, Pubs, Food, Canadian (New), Beer, Wine & Spirits, Nightlife"
Shoom Restaurant,49Y_boAB74zfbf_c55mhvQ,Vancouver,BC,3.0,"Chinese, Restaurants"
TGI Fridays,PnfvYKaclCE4gwmIoBVRIw,Kissimmee,FL,2.0,"Restaurants, American (Traditional), Nightlife, Bars, American (New)"
Euro Bagel Cafe,kd5Lnqdd-AqPnJoMMlz6mw,Vancouver,BC,4.0,"Coffee & Tea, Restaurants, Breakfast & Brunch, Food, Bagels, Sandwiches"
5th Element,RM-T74DG-VcLQerOEwQ6Hw,Sanford,FL,3.5,"Indian, Restaurants"
Taziki's Mediterranean Cafe - Toco Hills,FxnlmM9ksvIb1S5In_Tlyw,Atlanta,GA,3.5,"Mediterranean, Restaurants"
Beach Break Cafe,l4tnYY9j0v-2nZgChN47zw,Orlando,FL,3.5,"American (New), Restaurants, American (Traditional)"
The Mara,8__7xVKORluWJKrC-P01Iw,Orlando,FL,3.5,"American (Traditional), Restaurants, African"
Irishtown Bar And Grill,Fdhs-87wdFaxrzAg6Zqi1w,Vancouver,WA,2.5,"Nightlife, Bars, Restaurants, Party & Event Planning, Event Planning & Services, Irish, Pubs"
Stats,aIbfhl3HV5jN-5DuSLOOLQ,Atlanta,GA,3.5,"Venues & Event Spaces, Bars, Nightlife, Event Planning & Services, Sports Bars, Brewpubs, American (New), Food, Breweries, Restaurants"
Broadway Eatery,DQJ0LQpoLmiv6WEVaNvQVw,Somerville,MA,3.5,"Pizza, Restaurants, Greek, Sandwiches"
Happy Star,B8g3lEnYeTLAfGkaUBzq4g,Reynoldsburg,OH,3.0,"Chinese, Restaurants"
Sweet Tomatoes Pizza,qWCJlUnkAE8QogZou0-W4w,West Newton,MA,3.5,"Restaurants, Sandwiches, Pizza, Salad"
Veggie Grill,GEEjGZKdkM4kgKQWG0IKfw,Portland,OR,4.0,"Restaurants, American (New), Vegan, Vegetarian, American (Traditional), Sandwiches, Food, Burgers"
AIX,r23Qi8v_fmTf20dp9dkOCA,Atlanta,GA,4.0,"Restaurants, Nightlife, Pop-Up Restaurants, American (Traditional), Southern, Bars, Wine Bars, American (New), French"
Scalini's Italian Restaurant,WUfZXjTtBUbezJE7LnWABw,Smyrna,GA,4.0,"Italian, Restaurants"
The Crab Shop,v8KAEge4kC31ezCJEZDvZg,North Vancouver,BC,3.5,"Food, Seafood, Seafood Markets, Specialty Food, Fish & Chips, Restaurants"
Sunny Street Cafe,bAJouq-peXeu8XKDuYo4TQ,New Albany,OH,3.5,"Restaurants, Cafes, Breakfast & Brunch"
Comella's,_6Rx9q8OyMg-pHh1W7ijLA,Natick,MA,3.0,"Chicken Wings, Restaurants, Italian, Sandwiches"
Dharma Garden Veggie Deli,EZAXV8kwVqzkrUl_g6CXJQ,Vancouver,BC,4.0,"Delis, Asian Fusion, Vietnamese, Restaurants, Vegetarian"
Casa De Las Empanadas,wk0xAfkID108lMV6iYhwjQ,Orlando,FL,3.0,"Empanadas, Food, Restaurants, Sandwiches, Cuban"
Midwest Grill Brazilian BBQ,TfSZgUu1Uxwcve7q1j5fLQ,Cambridge,MA,3.0,"Restaurants, Steakhouses, Barbeque, Brazilian, Buffets"
Branch on Bowen,iYmUTqNNH9PUDyuxtpASWw,Bowen Island,BC,4.0,"Ice Cream & Frozen Yogurt, Gift Shops, Food, Flowers & Gifts, Shopping, Restaurants, Breakfast & Brunch, Mexican"
Starbucks,o6_jGMyRz4JTzuxRdGbQaw,Atlanta,GA,3.0,"Restaurants, Cafes, Food, Coffee & Tea"
Wendy's,mRtwL0RoGxNp1oxuL_LZig,Orlando,FL,1.5,"Burgers, Fast Food, Restaurants"
Billy's Bar,BxBYB8e12aGlJq--d1ehfg,Beaverton,OR,3.5,"Gastropubs, American (New), Brasseries, Nightlife, Restaurants, Bars"
Punk Pigs,rDvsG3yQfcrd791O85WpXA,Columbus,OH,5.0,"Sandwiches, Food, American (New), Beer Bar, Comfort Food, Bars, Nightlife, Restaurants"
Le May's Pizza Subs & Calzones,CeuUh0DER9_VaOIqHP4Srw,Kissimmee,FL,4.0,"Pizza, American (Traditional), Restaurants, Italian, Salad, Sandwiches"
The Sports Page Pub,G2o4EtItT385GmhXjjI7dw,Beverly,MA,2.0,"Dive Bars, Bars, Restaurants, Pubs, Nightlife"
Cascade Brewing Barrel House,hJdX6qRwT2AbJyMXK7hJ-g,Portland,OR,4.5,"Local Flavor, Food, Brewpubs, Breweries"
Lombardi's Seafood,7wNT_ngA2I6YFZomxeuFpA,Winter Park,FL,4.0,"Specialty Food, Food, Restaurants, Seafood Markets, Seafood"
Thai Street Cart,O-DmDGZaoayTi5nSdiKe2Q,Portland,OR,4.0,"Restaurants, Asian Fusion, Food Trucks, Vegetarian, Thai, Food"
Auto's Pub,v_hJ5C5A0hsrGg61ymG69g,Vancouver,WA,3.5,"Bars, Nightlife, Breakfast & Brunch, Tacos, Restaurants, Burgers, Mexican"
Verde,-5VyAi8GR34xmDAgFZTitg,Atlanta,GA,3.5,"Food, Tex-Mex, Mexican, Restaurants"
Sushi Yoshi,75qRsWc6ZxJWJ0sFPtOGwQ,Louisville,CO,4.0,"Restaurants, Japanese, Sushi Bars"
The Cheesecake Factory,qEZA-Vx-K3Snyn-tkQ3IJg,Braintree,MA,2.5,"Desserts, Restaurants, Seafood, Food, Salad, American (New), American (Traditional)"
Tacos Padrisimo,xNE_X4L3j5DsPhS9pNKLZg,Kissimmee,FL,2.5,"Restaurants, Mexican, Tacos, Food, Food Trucks"
Portland Ave Pizza,MbS9gEMgFvVlv7y53YFxWQ,Gladstone,OR,4.5,"Restaurants, Pizza"
FiMi Kingston - Jamaican Jerk Shack,qoeEXOcesF4oqdEnkDcn3w,Portland,OR,5.0,"Herbs & Spices, Caribbean, Restaurants, Specialty Food, Food, Food Trucks"
Green Mesquite BBQ & More,7WpftWXygXXZs9QNDKmtyA,Austin,TX,3.5,"Barbeque, Restaurants"
Toojay's,op-wRwIosFd4Aet-C8Im3Q,Lake Mary,FL,3.5,"American (Traditional), Food, Sandwiches, Salad, Event Planning & Services, Restaurants, Delis, Bakeries, Caterers, Breakfast & Brunch"
Cosy Inn Cafe,H_pxJh5A8kdbgbfDCiCkFw,Vancouver,BC,3.0,"Breakfast & Brunch, Restaurants"
Git-n-Messy BBQ,Yx2qX2MVd4ZGq8ECyQHhRw,Winter Springs,FL,4.5,"Food, Convenience Stores, Barbeque, Southern, Restaurants"
Burger King,IFLmuNjeRBEv9lMbvHo_zg,Buda,TX,2.5,"Restaurants, Burgers, Food"
Daily Juice Cafe,qw_rjhFbjBeeqPV1ACYcqQ,Bee Cave,TX,4.0,"Restaurants, Food, Acai Bowls, Wraps, Specialty Food, Gluten-Free, Juice Bars & Smoothies, American (New), Vegetarian, Vegan"
Bridge City Cafe - Pioneer Place,-2NkJMCUBnh3NEkmWQ1oWw,Portland,OR,3.5,"Food Delivery Services, Bakeries, Cafes, Food, Restaurants"
The Hot Box Diner,7PfF5swUBBiifxamRlcZqQ,Austin,TX,4.0,"Cuban, Vegan, Latin American, Pizza, Chicken Wings, American (New), Venues & Event Spaces, Burgers, Food Trucks, Breakfast & Brunch, Food Delivery Services, Food, Restaurants, Vegetarian, Event Planning & Services, Caterers, Mexican"
Baha Mexican Restaurant,V2zlYWRRNaPpKYWNgAf8gg,Natick,MA,4.0,"Tacos, Restaurants, Fast Food, Mexican, Salad"
Kuang's Kitchen,spQDQkRFQdI55NjhpPB2lA,Portland,OR,4.0,"Szechuan, Restaurants, Chinese"
Chef Hong Food Trailer,lkAE1w_IGWy8szpUtKXSdA,Austin,TX,5.0,"Chinese, Food, Szechuan, Food Trucks, Restaurants"
Sam & Bubbe's Lobby Bar & Lounge,B3oIEcpmla-Xti5Ys5IM0w,Orlando,FL,3.0,"Bars, Restaurants, Lounges, Nightlife"
Town House Of Pizza,cJMCrOgzPF7FprLT0MOxGg,Needham Heights,MA,3.5,"Pizza, Restaurants, Greek, Salad"
Uno Beef Noodle,yK7KreB1_jUPc3uTAH110A,Richmond,BC,4.0,"Bubble Tea, Noodles, Chinese, Dim Sum, Restaurants, Food, Asian Fusion, Taiwanese"
Quality Seafood Wholesale,9LPV0rSMkiPocCeOMB-DMA,Austin,TX,3.5,"Restaurants, Seafood, Seafood Markets, Food, Specialty Food"
Shaw's,3hrMblikRJIdZiEG5N9QUQ,Norwood,MA,2.5,"Restaurants, Food, Drugstores, Delis, Grocery, Shopping"
Eb & Bean,tqywh0jPNukMEvWlO7QufQ,Portland,OR,4.5,"Food, Ice Cream & Frozen Yogurt, Vegan, Restaurants"
Blu Olive,DkqIAJhviWbE49U_kgGMHg,Columbus,OH,3.5,"Italian, Food Stands, Restaurants"
Food Shuttle,VHAVrzNrmtZH8sgWUlSp0Q,Atlanta,GA,2.0,"Steakhouses, American (New), Food Delivery Services, Food, Restaurants"
Darcy's Village Pub,QxnRK85TSnLsK3gbSmYlBA,Quincy,MA,3.5,"Pubs, Restaurants, Nightlife, Fast Food, Irish, Bars, Pizza"
Palms Pool Bar,Wwyyyn4BVyWDBuaHCEZVOA,Orlando,FL,4.5,"Nightlife, Bars, Restaurants, American (New), Pubs"
Avalon Diner,YS83afSo2hreI2LYARSUIg,Winter Garden,FL,4.0,"Breakfast & Brunch, Diners, American (Traditional), Restaurants"
Blue Star Donuts,qebqiaZke-5voRa5LrGy9g,Portland,OR,4.0,"Coffee & Tea, Restaurants, Donuts, Food, Breakfast & Brunch"
Trattoria Il Panino,ysxXehAKCjN137hnfpn6yA,Boston,MA,4.0,"Nightlife, Bars, Mediterranean, Wine Bars, Italian, Restaurants"
Zamarelli's Pizza Palace,eTp3B6e6xQmROpurmXNcLQ,Grove City,OH,3.5,"Restaurants, Pizza, Italian, Caterers, Sandwiches, Event Planning & Services"
Duck Donuts,0ZNXgXXRhTeWDu_AuYdwog,Atlanta,GA,4.5,"Donuts, Restaurants, Breakfast & Brunch, Food, Coffee & Tea"
McDonald's,w1p4gOiC34igvzocamIx5g,Chelsea,MA,3.0,"Coffee & Tea, Food, Restaurants, Fast Food, Burgers"
Bento Asian Kitchen + Sushi,G8qgSunyJFhKtZ1mENUEMQ,Orlando,FL,3.5,"Asian Fusion, Sushi Bars, Restaurants, Chinese"
Cheese Mac’n Me Crazy,fmf1jkdkOl6vPAIhB_wyCA,Portland,OR,4.5,"Restaurants, Desserts, Food, Food Trucks, Sandwiches"
Taste Of Persia,EY5RIejFlYE5eGrNSeENMg,Portland,OR,3.0,"Restaurants, Mexican"
Chilli Lee,-iSOU5YVdL-YSi_RERqsLQ,North Vancouver,BC,3.5,"Restaurants, Chinese, Food Delivery Services, Food"
Su Thai Kitchen,pfylxJgUvC2R0-Ot1f1rxA,Portland,OR,5.0,"Restaurants, Food, Thai, Food Trucks"
Antique Table,V3BDsjpINA_68yPMLcXkOA,Winthrop,MA,4.5,"Nightlife, Italian, Bars, Restaurants"
Dragonbeard Kitchen,1LIsav2g98DhgYy5N5EM-A,Austin,TX,4.5,"Restaurants, Food, Asian Fusion, Food Trucks, Diners, Hawaiian, Breakfast & Brunch"
Regina Pizzeria,nulXqH8i7eQcMJSVwRsCsg,Burlington,MA,3.0,"Italian, Pizza, Restaurants"
B&B Fish,w-Kp4__LeWxHGzgxEF-c8Q,Marblehead,MA,4.0,"Restaurants, Seafood"
Gastro Mania,X9sz3xeaLujW9PhsSLCQyg,Portland,OR,4.5,"Food Trucks, Sandwiches, Mediterranean, Food, Delis, Restaurants"
"Home, A Bar",Qt7YnN-C_itDXz_uBJukgA,Portland,OR,4.0,"Burgers, Pubs, Bars, Nightlife, Restaurants, Breakfast & Brunch, Comfort Food"
Portuguese Club of Vancouver,p7fplGQcl_LKK2dWgiWAEw,Vancouver,BC,3.5,"Arts & Entertainment, Restaurants, Portuguese, Social Clubs"
Roma Pizza,lZO_RfRZQfEp2JeMJMyaGw,Deltona,FL,4.5,"Restaurants, Pizza"
Subway,mYHbQDRTwv_dE-Ta8myHEg,Orlando,FL,3.0,"Restaurants, Sandwiches, Fast Food"
Cookies N Cream Bakery and Cafe,vQqqirx1lSve6khkftpF2A,Reading,MA,4.0,"Food, Bakeries, Restaurants, Cafes"
KFC,GcaT7-12za0QAtR9oiPQnQ,Burnaby,BC,2.0,"Fast Food, Food Delivery Services, Restaurants, Food, Chicken Wings, American (Traditional), Chicken Shop"
The Brewery Barrel Bar,jl3q-DBGS7o0aijc9AWD6w,Kissimmee,FL,4.0,"Restaurants, Bars, Nightlife, American (Traditional), Pubs, Karaoke"
White Castle,xjCt9xyLa8wGoKGJvOLtNw,Powell,OH,3.5,"Burgers, Restaurants, Fast Food"
gusto!,KXjEFdsGwVcTBM-OQoqucw,Atlanta,GA,4.5,"Barbeque, Restaurants, Salad, American (New), Fast Food"
Bigfire,wLDYSM1deEUEJR7_oBcYqQ,Orlando,FL,4.0,"Nightlife, Restaurants, Barbeque, Steakhouses, American (Traditional), Bars, Burgers"
Capital One Café,U5GFissU2jv4eHxr35L8IA,Boulder,CO,4.0,"Banks & Credit Unions, Coffee & Tea, Food, Restaurants, Internet Cafes, Cafes, Financial Services"
The Old Bag of Nails,eFbeBVGHR4FdGy8J2Pk0yg,Westerville,OH,3.5,"Nightlife, Fish & Chips, Pubs, British, Bars, Restaurants, Irish"
Friendly Food,I7vnlp-q2lMCSaCfVZ1hKw,Portland,OR,4.5,"Lebanese, Food Stands, Mediterranean, Restaurants, Middle Eastern"
Tony Lena's Sandwich Shop,p6LtixN6iXQC4YhYBOf0xQ,Swampscott,MA,4.0,"Sandwiches, Pizza, Restaurants"
Spondivits,Jfo67szC_PYNYRaC8KE0EA,East Point,GA,3.0,"Steakhouses, Restaurants, Seafood"
Subway,WIFUDKUfeaF00WHN90HF8w,Atlanta,GA,2.0,"Fast Food, Sandwiches, Restaurants"
The Deck Kitchen + Bar,WNiLI4zidByEBMJEfuwHXQ,Richmond,BC,3.5,"Restaurants, Canadian (New), Bars, Nightlife"
McDonald's,w-pYqIFDtL3U15yNgLlBsg,Dorchester,MA,2.5,"Fast Food, Restaurants, Burgers, Coffee & Tea, Food"
Larosa's,9SRMF94SD6vss_y_4PuAAQ,Wilmington,MA,4.5,"Soup, Restaurants, Italian, Gluten-Free, Salad, Sandwiches, Pizza"
McDonald's,TCrQkuPt8yFHtebtpUc7XA,Kissimmee,FL,2.0,"Restaurants, Fast Food, Food, Burgers, Coffee & Tea"
Trees Organic Coffee,EVod_bZ8cAPHCIFzNUdTdw,Vancouver,BC,3.5,"Sandwiches, Desserts, Food, Cafes, Restaurants, Coffee & Tea"
AFURI ramen + dumpling,b_PPjyKRb1cf09fvFs4ZMw,Richmond,BC,3.5,"Dumplings, Noodles, Japanese, Restaurants, Ramen"
f&b cafe and catering,W4S9PIWTfRlW2lwPPunFvg,Portland,OR,2.5,"Cafes, American (Traditional), Restaurants"
Best Baguette,Ya1ZDRyl7z78afuegfQq_Q,Beaverton,OR,4.0,"Sandwiches, Vietnamese, Restaurants"
Jax 5th Avenue Deli and Ale House,oZbUje5-ksoxJbOvxvufdA,Lake Mary,FL,3.0,"Sports Bars, Food, Beer, Wine & Spirits, Nightlife, Bars, Restaurants, Delis, American (Traditional)"
Wendy's,43OcwzBnwhWgLcEe8J3WHw,Tualatin,OR,3.0,"Restaurants, Burgers, Fast Food"
Average Joe's Pub & Grill,bkfAiRzYnSxsK5u3n8rctg,Columbus,OH,2.5,"Pubs, Bars, Restaurants, American (Traditional), Nightlife, Sports Bars"
Deer Island Bakery,isl0ZzDrvzCAkd8T4w9zNA,Vancouver,BC,3.5,"Chinese, Restaurants, Food, Bakeries"
Smoothie King,ZIpzRDarZncqW1W3ecr7gg,Columbus,OH,4.5,"Food, Restaurants, Juice Bars & Smoothies, Specialty Food, Health Markets, Vegan"
Subway,Z1wbbvCrgNDbJxJ0bf9qFA,Grove City,OH,4.0,"Restaurants, Sandwiches, Fast Food"
India Gate,wCIZeNAyOxX03QB0yKJ6ag,Austin,TX,4.0,"Indian, Restaurants"
Republic Lounge,JnHSUoBBFm5-zW_4qSFQCQ,Atlanta,GA,1.5,"Nightlife, Bars, Dance Clubs, Hookah Bars, Lounges, Restaurants, Tapas Bars"
5 Seasons Brewing,mNsNC2e7BKJk8D4G74lZBQ,Atlanta,GA,3.5,"Pubs, Food, American (New), Bars, Vegetarian, Restaurants, Breweries, American (Traditional), Gastropubs, Nightlife"
Marco's Pizza,wtlI4opr88TjcsqQH-Kj8Q,Longwood,FL,4.0,"Pizza, Restaurants, Italian"
Scampo,rcERANnIyyyanLU0t2qdKg,Boston,MA,4.0,"Wine Bars, Bars, Restaurants, Nightlife, Breakfast & Brunch, Pizza, Gluten-Free, Italian"
PDQ Lake Nona,H6Y6XMgcsgdjdDFk1-wGEw,Orlando,FL,4.0,"Restaurants, Fast Food, Chicken Wings, Sandwiches, Chicken Shop, American (Traditional)"
Common Ground,FlCheMNZfBqcAjJD9j4ZqQ,Arlington,MA,3.0,"Bars, Pubs, American (New), Nightlife, Restaurants, American (Traditional), Gastropubs"
Cajun & Grill,ts69VVgW65WP3EMdWD3iTQ,Portland,OR,2.0,"Cajun/Creole, Restaurants"
Plum Tree Chinese Cuisine,FOMDXBX6qc90g1s39o1_eQ,Orlando,FL,3.0,"Chinese, Japanese, Restaurants, Asian Fusion"
Shalom Y'all Street Food SW,Eqt-cxIJf5eAKNotaOb-Tw,Portland,OR,4.5,"Wine Bars, Falafel, Restaurants, Middle Eastern, Bars, Nightlife, Mediterranean"
Sazon Buffet And Grill,q7rpH_4oYLf0LUbCKOIpkQ,ORLANDO,FL,2.5,"Restaurants, Latin American"
Boatwright's Dining Hall - Temporarily Unavailable,ax32nfSLBf5gnNJYY63Z-Q,Orlando,FL,3.5,"Restaurants, Cajun/Creole"
Typhoon Asian Bistro,xLezzT2Xn2vTCNMbVrf7zw,Boston,MA,3.0,"Vietnamese, Asian Fusion, Japanese, Thai, Restaurants, Sushi Bars"
Taco Bell,ZItpPoBlPjIL9-xyu8hWjQ,Atlanta,GA,2.5,"Restaurants, Tex-Mex, Tacos, Mexican, Fast Food, Breakfast & Brunch"
Burger King,6CeFSDzsseDF96wbwfWX5g,Vancouver,WA,1.5,"Restaurants, Fast Food, Burgers"
Bahama Breeze,JACYkpXe8fLDVlJuCQ7sSw,Orlando,FL,3.5,"Latin American, Nightlife, Bars, American (New), Laotian, Cajun/Creole, Caribbean, Seafood, Restaurants"
Kopi Coffee House,_xROQW3HOI999RFoxYCBwg,Portland,OR,4.5,"Food, Restaurants, Breakfast & Brunch, Coffee Roasteries, Sandwiches, Coffee & Tea"
Broad Street Paulie's,fgBkrXufbmolwKI7batyMw,Boston,MA,4.5,"Restaurants, Food, Delis, Sandwiches, Bagels"
KFC,DiXIyZ_KYcSWPmcaJzKAuA,Grove City,OH,1.5,"Chicken Shop, Chicken Wings, Restaurants, Fast Food"
Lupo,wHTXCWVsx2PYPT21JV-HeQ,Vancouver,BC,4.5,"Italian, Restaurants"
Pie R Squared,RRbZcbdc7siHDsoR4a04jw,Vancouver,BC,2.5,"Restaurants, Pizza"
JP Roti Shop,RNT9iZrI6Pin-YHdYvZvLA,Boston,MA,4.0,"Trinidadian, Caribbean, Indian, Restaurants"
Steamers,IGBAfMi6C96NS7msRfzOrw,Newton,MA,4.5,"Seafood Markets, Restaurants, Specialty Food, Food, Seafood"
Starbucks,YKwVqpzIUv97eH-67_8kHA,Austin,TX,2.0,"Coffee & Tea, Restaurants, Food"
Starbucks,0-ATDOhApA6qg17vpIzQkg,Belmont,MA,3.0,"Food, Restaurants, Coffee & Tea"
Gresso's Restaurant and Bar,RsygVR-u828vAnjMLLcuFQ,Columbus,OH,4.0,"Nightlife, Sports Bars, American (Traditional), Bars, Restaurants"
Little Caesars Pizza,On1khBdvNjQ8tq55NuC2Gg,Winter Garden,FL,3.5,"Restaurants, Pizza"
Princeton Pub,kZjiy84M2yzLUlzOOORBaw,Vancouver,BC,3.5,"Nightlife, Pubs, Restaurants, Arts & Entertainment, Bars, American (Traditional), Dive Bars, Music Venues"
Northstar Cafe,MGL2OqH6e9d4sugW1K0Y6w,Westerville,OH,4.5,"Vegetarian, Restaurants, American (New), Breakfast & Brunch"
Capital One Café,GYfc-qD6BKUnZPQIasQ4Bg,Austin,TX,4.5,"Restaurants, Banks & Credit Unions, Food, Cafes, Coffee & Tea, Financial Services"
The Wing Factory,-uHbc7ssOFsOnyVFjAY2Vw,Marietta,GA,2.5,"Restaurants, Seafood, Chicken Wings"
Don Pepe Taqueria,nTcKEVXGchGubxARh0ivGg,Kissimmee,FL,3.0,"Restaurants, Mexican"
Marylou's Coffee,7vnkePsQCLiCxKbIaid2cQ,Cohasset,MA,3.0,"Restaurants, Coffee & Tea, Food, Cafes"
Sushi By Yuji,9UThLJTuOQPLcDCLx5BVqw,Vancouver,BC,4.0,"Restaurants, Sushi Bars, Japanese"
Hawaiian Grindz,f_ai2cN16gH6kbLKkkaqsw,Oviedo,FL,4.0,"Cafes, Food, Restaurants, Coffee & Tea, Hawaiian"
Golden Pearl Restaurant,3YpCP-uwBQyPqEj3knoBoA,North Vancouver,BC,3.0,"Food, Chinese, Imported Food, Ethnic Food, Restaurants, Specialty Food"
Woops! - Burlington Mall,yIFspwaxDkZlnaPOQhegYQ,Burlington,MA,4.0,"Caterers, Restaurants, Event Planning & Services, Macarons, Food, Shopping, Desserts, Flowers & Gifts, Gift Shops, Specialty Food, Bakeries"
Jimmy John's,TA-dcyyKzN9K8dBwCtc9QQ,Lake Oswego,OR,2.5,"Fast Food, Food Delivery Services, Delis, Restaurants, Sandwiches, Food"
Victoria & Albert's - Temporarily Unavailable,bn-pUi22VIh4XblMwpMQFw,Orlando,FL,5.0,"Restaurants, American (New)"
IHOP,hViJhiow-CJVryMoEKxGhQ,Cambridge,MA,2.5,"American (Traditional), Breakfast & Brunch, Burgers, American (New), Diners, Restaurants"
The Boulevard Coffee Roasting,KHC5XtWh7ulyQAlZ44-AiA,Vancouver,BC,3.5,"Salad, Breakfast & Brunch, Art Galleries, Coffee & Tea, Restaurants, Arts & Entertainment, Food, Shopping"
Flower Child,UEOWANRUd-iODsW5Qzw1rA,Austin,TX,4.0,"Restaurants, American (New), Salad, Vegan, Vegetarian"
Golden Chick,kd9SjUw_TWLbD1jqUcBajA,Austin,TX,3.5,"Hot Dogs, Restaurants, American (New), Southern, Fast Food"
The Diner,lFJ78Os-Qqmu14bnn4OoCg,Orlando,FL,3.5,"Restaurants, Breakfast & Brunch, Diners"
Burger King,FdUSMvKQ3mYudggXfX7xng,Kissimmee,FL,1.5,"Restaurants, Breakfast & Brunch, Salad, Burgers, Fast Food"
Zoes Kitchen,VhQ2aHBH1zxnF3yDXta3eA,Atlanta,GA,4.0,"Gluten-Free, Nightlife, Bars, American (New), Steakhouses, Kebab, Restaurants, Mediterranean, Greek, Sandwiches"
